Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
94580,STEFAN VODA,0.14,2.374,70.95,10.335,4.609,1.816,1.536,7.961
94606,ULMU,0.149,3.139,22.123,67.564,1.495,1.495,0.747,2.84
94651,UNIREA,0,2.554,26.864,55.669,1.021,1.226,0.817,11.338
94688,VALEA CIORII,0.454,0.68,67.347,16.553,8.617,3.628,2.494,0
94731,VALCELELE,0,1.982,82.695,5.284,2.378,1.057,2.114,4.227
94768,VLAD TEPES,0.145,2.322,62.264,23.512,1.887,1.887,2.612,4.644
94795,VLADENI,0.341,1.195,30.887,47.611,2.389,5.29,0.683,11.092
95060,MUNICIPIUL IASI,0.179,5.166,21.829,22.76,33.374,4.247,1.22,9.418
95088,BARNOVA,0.215,5.797,16.479,26.355,28.18,3.596,1.342,16.801
95159,HOLBOCA,0.299,3.109,23.139,30.164,19.522,4.245,1.495,15.994
95239,REDIU,0.168,11.897,16.723,15.881,37.935,4.209,1.347,10.438
95293,TOMESTI,0.176,4.02,21.932,24.013,20.31,3.138,1.622,23.378
95355,ORAS HARLAU,0.276,6.751,40.032,14.765,8.212,4.501,2.803,21.792
95391,MUNICIPIUL PASCANI,0.127,3.847,33.283,25.023,9.543,8.618,1.756,16.982
95471,ORAS TARGU FRUMOS,0.075,4.14,35.845,19.545,12.794,2.499,1.455,21.932
95499,ION NECULCE,0.408,2.519,51.532,12.049,9.871,1.225,1.498,18.993
95612,ALEXANDRU I. CUZA,0.419,6.006,27.095,47.207,3.631,4.609,1.955,7.961
95667,ANDRIESENI,0.466,18.323,32.609,22.36,6.522,3.571,3.882,10.87
95747,ARONEANU,0,5.098,18.039,44.314,17.647,2.745,1.333,9.49
95792,BALTATI,0.22,3.894,40.779,32.476,6.392,2.351,1.763,11.462
95872,BELCESTI,0.527,2.458,44.529,18.958,6.905,4.272,1.872,19.017
95943,BIVOLARI,0.337,4.722,40.641,21.754,9.444,2.698,1.349,18.212
96003,UNGHENI,0.518,2.979,23.057,30.052,9.585,4.922,0.907,27.461
96058,BRAESTI,0.358,4.898,17.443,54.241,1.673,2.151,1.553,17.443
96110,BUTEA,0.432,2.161,53.602,21.758,13.256,1.585,1.729,5.187
96147,CEPLENITA,0.717,3.465,34.648,29.152,5.376,5.376,1.912,18.877
96192,CIORTESTI,0.461,7.834,25.576,49.885,5.415,1.843,1.267,7.373
96254,CIUREA,0.381,4.472,24.721,17.988,31.58,3.074,1.347,15.218
96334,COARNELE CAPREI,0.089,1.243,16.075,71.936,0.977,1.599,1.243,6.039
96370,COMARNA,0.518,5.786,28.152,41.192,7.772,1.727,1.727,11.658
96423,COSTULENI,0.1,5.184,29.312,45.464,3.19,1.595,1.496,13.26
96478,COTNARI,0.307,6.068,38.863,16.129,11.521,5.914,1.843,17.972
96593,COZMESTI,0.189,13.396,42.264,18.868,3.774,1.887,2.642,15.66
96637,CRISTESTI,0.106,2.643,32.452,34.778,5.92,4.757,0.846,17.548
96664,CUCUTENI,0.904,15.06,51.205,9.337,4.518,3.313,1.205,13.253
96717,DAGATA,0.209,5.126,20.607,45.607,4.707,1.36,1.569,20.188
96815,DELENI,0.269,4.084,25.04,22.246,6.126,2.042,1.72,37.453
96888,DOBROVAT,0.442,5.298,26.932,27.815,7.726,4.194,2.649,23.4
96904,DOLHESTI,0.61,3.963,55.64,22.713,4.878,1.677,2.896,7.165
96940,DUMESTI,0.722,8.664,28.761,22.503,5.656,12.756,2.286,18.412
97009,ERBICENI,0.796,3.754,39.932,19.113,6.826,4.551,1.706,22.184
97063,FOCURI,0.899,1.259,50.54,18.525,4.856,1.439,1.079,21.403
97090,GOLAIESTI,0.113,1.58,35.666,45.147,3.047,2.37,1.693,9.594
97189,GORBAN,0.317,8.399,44.216,17.591,11.727,2.536,2.219,12.203
97241,GRAJDURI,0.523,4.53,43.031,16.376,6.446,6.098,3.31,11.847
97321,GROPNITA,0.374,5.611,25.561,48.753,5.112,2.12,2.993,8.853
97394,GROZESTI,0.491,2.948,62.408,14.251,1.229,4.914,2.457,11.302
97438,HALAUCESTI,0.463,2.897,17.613,39.397,18.656,5.91,1.854,11.819
97465,HELESTENI,0.765,6.116,46.177,17.278,4.281,2.905,2.446,17.431
97517,HORLESTI,0.144,6.628,17.723,54.467,6.34,3.746,1.873,8.213
97553,IPATELE,2.03,4.569,61.929,7.614,3.807,4.061,4.061,11.929
97606,LESPEZI,0.491,3.925,28.067,23.749,5.986,8.734,1.668,26.398
97679,LETCANI,0.438,4.424,18.182,47.302,10.744,2.285,1.264,14.341
97722,LUNGANI,0.566,1.132,74.593,10.899,2.052,0.495,2.902,6.865
97777,MADARJAC,0,31.707,36.28,11.28,0.915,3.049,1.22,13.72
97811,MIRCESTI,0.585,1.991,18.501,26.815,33.607,1.522,1.522,14.52
97875,MIRONEASA,0.67,8.045,17.207,54.525,1.564,1.341,2.57,13.631
97919,MIROSLAVA,0.224,5.089,14.133,23.126,38.05,3.095,1.083,13.583
98051,MIROSLOVESTI,0.225,2.022,47.865,27.079,3.933,4.382,1.011,13.146
98113,MOGOSESTI,0.517,2.585,22.854,46.743,3.723,3.619,1.655,17.27
98168,MOGOSESTI-SIRET,0.378,8.449,26.482,28.121,7.188,4.918,2.522,20.429
98202,MOSNA,0.385,8.092,23.314,53.372,3.083,2.312,2.505,6.744
98220,MOTCA,0.427,2.455,50.16,12.487,6.297,7.15,0.854,19.104
98257,MOVILENI,0.176,3.527,33.157,22.751,24.339,1.764,1.411,11.64
98300,OTELENI,0.606,7.03,41.333,26.061,5.697,1.455,2.182,14.788
98337,PLUGARI,0,2.572,25.723,51.125,3.215,1.286,0.965,14.469
98373,ORAS PODU ILOAIEI,0.333,6.556,26.413,37.862,8.076,2.708,1.14,16.105
98435,POPESTI,0.308,6.615,32.308,33.692,6.462,1.385,2.154,16.769
98505,POPRICANI,0.207,5.127,22.113,40.86,11.031,3.263,1.554,14.604
98603,PRISACANI,0.613,15.644,43.558,19.172,6.442,1.534,2.914,9.202
98649,PROBOTA,0.333,3.667,18.111,62.667,3.444,2.889,1.111,7.111
98685,RADUCANENI,0.281,6.676,38.791,28.391,7.66,4.216,2.038,11.103
98738,ROMANESTI,0,3.953,28.605,47.907,6.279,3.256,1.163,7.442
98774,RUGINOASA,0.093,5,50.833,14.722,6.481,2.963,1.852,17.315
98827,SCHITU DUCA,0.655,5.712,25.094,41.011,7.303,2.341,9.082,7.303
98916,SCANTEIA,0.118,4.26,22.485,36.923,9.586,4.497,2.604,16.45
98998,SCOBINTI,0.15,3.59,34.256,21.391,8.003,3.216,1.346,27.15
99058,SINESTI,0.238,4.768,20.262,50.894,2.741,1.43,2.503,15.852
99101,SIRETEL,0.541,3.784,45.135,14.73,3.378,5,1.622,25.405
99165,STOLNICENI-PRAJESCU,0.456,7.11,22.425,40.474,3.555,6.837,1.367,17.411
99209,STRUNGA,0.405,5.946,50,16.757,6.351,2.297,2.703,14.595
99290,SCHEIA,0.411,6.571,49.897,16.427,6.571,9.24,1.848,8.419
99370,SIPOTE,0.703,6.792,54.45,14.637,3.747,2.459,2.693,13.934
99441,TANSA,0.496,9.677,25.31,44.665,3.722,1.489,2.854,11.29
99478,TATARUSI,0.4,1.761,49.64,10.328,3.283,5.845,2.162,26.021
99539,TODIRESTI,0.323,5.484,40,22.097,3.548,3.065,1.613,22.903
99600,TRIFESTI,0.454,2.874,21.483,53.707,1.967,2.723,1.815,14.675
99673,TIBANA,0.819,9.474,37.661,15.789,4.678,5.263,2.807,21.52
99780,TIBANESTI,0.536,8.506,30.877,25.653,3.617,1.942,7.234,21.031
99879,TIGANASI,0.244,9.78,40.22,13.447,5.99,5.379,4.279,20.416
99922,TUTORA,0,2.222,49.444,17.778,10.556,3.333,1.667,14.074
99968,VALEA SEACA,0.265,8.496,28.584,18.938,6.018,11.504,1.593,24.071
100004,VICTORIA,0.128,13.736,21.053,29.653,5.52,5.006,1.54,22.721
100086,VANATORI,0.317,2.64,47.202,18.374,3.273,8.553,1.478,17.74
100148,VLADENI,0.268,4.424,37.131,31.233,4.826,3.753,2.011,15.818
100219,VOINESTI,0.458,8.7,38.553,18.864,5.128,2.93,2.381,22.527
100273,BALS,0.381,1.906,29.733,34.18,4.574,1.144,1.779,25.032
100282,COSTESTI,0.164,1.974,68.092,13.651,2.138,1.645,2.138,9.704
100308,DRAGUSENI,0,2.315,45.833,19.444,6.944,2.778,2.778,18.056
100317,FANTANELE,0.699,2.331,23.543,43.124,15.618,2.331,1.632,10.49
100326,HARMANESTI,0.192,5.577,33.269,27.115,5,6.346,1.538,19.808
100335,RACHITENI,0.386,3.861,22.394,44.788,16.409,1.351,0.386,9.653
100344,ROSCANI,0,2.305,47.55,33.429,2.305,1.153,2.305,10.086
100353,VALEA LUPULUI,0.122,4.708,13.366,26.944,42.527,3.25,0.608,7.503
100362,CIOHORANI,0,6.376,49.329,13.087,4.362,3.691,4.698,18.121
100521,MUNICIPIUL GIURGIU,0.298,3.24,47.612,24.52,7.266,9.391,0.648,5.744
100549,SLOBOZIA,0.319,1.914,58.852,20.734,3.987,5.582,0.957,6.858
100576,ORAS BUFTEA,0.166,4.115,28.41,31.248,15.068,6.704,1.477,11.749
100610,MUNICIPIUL OLTENITA,0.098,4.401,47.829,22.222,10.798,4.734,1.819,7.414
100638,MITRENI,0.302,1.613,36.089,39.617,4.536,2.823,1.31,13.407
100683,MUNICIPIUL URZICENI,0.181,4.402,34.941,25.837,16.34,7.446,1.538,7.838
100709,CIOCARLIA,0.549,1.648,59.89,18.132,2.747,4.396,0.549,11.538
100736,MANASIA,0.133,9.454,41.678,15.446,10.519,6.924,2.397,12.783
100754,ADANCATA,0.929,3.16,32.156,39.777,3.903,8.55,1.115,10.037
100781,ADUNATII-COPACENI,0.37,1.667,25.556,51.111,11.296,3.086,0.247,6.111
100834,AFUMATI,0.126,2.68,19.556,56.658,10.302,2.387,0.754,6.993
100852,ALEXENI,0.445,0.668,28.953,50.78,4.677,3.563,1.336,8.463
100870,ARMASESTI,0.284,1.42,50.284,10.795,5.398,4.545,1.136,25.284
100923,AXINTELE,1.064,1.064,59.22,15.248,3.191,4.965,3.191,11.348
100969,BALOTESTI,0.316,5.213,34.795,18.167,27.291,2.923,0.632,9.953
101001,BANEASA,0.599,1.347,35.778,44.087,3.593,3.368,0.674,10.254
101056,BARCANESTI,0.414,2.277,52.795,10.145,5.176,18.634,1.656,8.696
101083,BELCIUGATELE,0,1.931,30.116,46.139,5.985,1.931,0.772,12.162
101145,BERCENI,0.218,3.347,29.356,32.921,20.407,3.638,0.909,8.367
101163,BOLINTIN-DEAL,0.549,3.513,22.393,40.615,15.477,5.928,0.439,10.648
101190,ORAS BOLINTIN-VALE,0.246,2.711,45.145,28.043,10.399,4.041,0.542,8.428
101243,RADULESTI,0.305,1.829,72.866,11.585,3.354,4.268,2.439,2.439
101298,BRANESTI,0.127,3.524,25.138,34.735,16.008,3.949,0.849,14.947
101341,BREZOAELE,0.473,2.363,36.484,41.588,4.82,3.592,0.378,9.168
101378,BUCSANI,0.432,1.225,21.47,67.435,1.585,3.602,0.36,3.746
101458,ORAS BUDESTI,0,1.603,43.713,35.612,2.785,5.063,4.219,6.414
101519,BULBUCATA,0.271,8.525,15.697,69.147,1.218,0.947,0.135,3.924
101564,BUTIMANU,0.265,11.391,18.411,54.967,2.119,5.033,0.53,6.887
101617,BUTURUGENI,0.141,3.035,52.788,31.122,3.176,3.458,0.353,5.857
101662,CALUGARENI,0.263,1.119,21.132,63.66,3.094,3.752,0.592,5.991
101724,CASCIOARELE,0,0.751,68.018,22.372,2.553,0.901,1.351,3.904
101742,CERNICA,0.441,4.766,24.095,49.073,6.061,2.236,1.353,11.268
101804,CHIRNOGI,0.227,4.079,59.063,13.973,6.949,3.021,2.492,9.668
101822,CHISELET,0.208,2.287,30.042,53.534,2.703,2.703,2.287,5.717
101840,CIOCANESTI,0.382,2.388,37.727,40.688,2.961,3.916,0.382,11.175
101902,CIOLPANI,0.401,3.01,24.482,43.144,11.171,4.682,0.87,11.773
101957,CIOROGARLA,0.501,3.794,29.277,31.568,20.974,3.006,1.217,9.019
101984,CLEJANI,0,1.046,21.548,68.201,3.556,2.022,0.418,3.068
102035,CLINCENI,0.13,3.905,25.9,41.085,14.794,4.469,0.824,8.286
102071,COLIBASI,0.504,1.702,32.535,55.99,1.702,1.702,0.189,5.422
102106,COMANA,0.189,1.133,16.572,72.48,2.001,2.001,0.264,5.096
102160,CORBEANCA,0.374,6.926,15.387,22.314,44.216,3.145,0.936,5.878
102213,CORNETU,0.346,3.939,29.717,28.749,15.135,7.464,0.968,12.716
102240,COSERENI,0.234,2.576,33.607,24.005,7.494,11.358,2.225,18.267
102286,CREVEDIA,0.393,4.849,42.202,19.594,19.135,3.211,1.573,7.995
102348,CREVEDIA MARE,0.332,2.158,23.983,47.054,11.95,5.477,0.747,8.05
102419,CURCANI,0,1.076,56.943,23.681,3.014,2.799,1.722,10.657
102446,DAIA,0.089,2.578,30.133,58.4,1.333,2.667,0.178,4.444
102473,DASCALU,0.156,5.616,31.981,34.477,12.012,5.46,0.936,9.048
102525,DARASTI-ILFOV,0,5.257,52.21,21.864,4.659,5.018,1.195,9.319
102543,1 DECEMBRIE,0.164,3.728,26.206,29.934,16.831,8.169,0.658,13.871
102570,DOMNESTI,0.436,3.92,20.704,46.533,17.688,2.814,0.972,5.159
102605,DRAGOMIRESTI-VALE,0.231,2.498,18.409,48.844,19.565,4.163,0.786,4.903
102641,DRAGOESTI,0.593,3.561,67.656,12.76,2.967,7.418,1.187,3.264
102703,DRIDU,0.152,3.187,55.083,14.719,5.159,10.774,2.124,8.194
102749,ORAS FIERBINTI-TARG,0.098,4.212,50.343,18.119,10.186,8.815,0.881,6.562
102794,FLORESTI-STOENESTI,0.212,2.591,16.816,53.94,12.586,6.452,0.529,6.663
102838,FRASINET,0.132,1.189,31.044,56.935,0.925,0.661,1.982,6.737
102909,FRATESTI,0.179,2.57,39.45,40.825,2.929,5.619,0.538,6.874
102945,FRUMUSANI,0.277,3.596,35.961,24.758,12.863,6.639,1.521,13.416
103014,FUNDENI,0,1.282,54.808,21.581,6.09,3.312,2.03,10.043
103032,ORAS FUNDULEA,0.052,2.433,62.94,13.665,7.195,2.329,1.346,9.42
103087,GAISENI,0.159,2.784,30.469,43.675,5.807,7.955,0.875,8.035
103130,GANEASA,0.176,2.555,23.524,55.419,6.608,2.379,1.145,7.93
103194,GAUJANI,0.244,7.824,41.687,38.264,1.467,7.457,0.978,1.834
103238,GHIMPATI,0.036,2.839,9.127,80.022,7.186,0.575,0,0.216
103283,GARBOVI,0.175,2.618,32.81,9.25,31.763,12.565,1.396,8.377
103309,GOGOSARI,0.102,1.121,16.922,76.045,0.714,3.058,0.306,1.631
103354,GOSTINU,0.44,1.173,28.006,55.132,2.053,6.158,0.587,6.012
103372,GOSTINARI,0.338,13.176,35.473,41.554,1.464,1.689,1.239,4.955
103407,GRADINARI,0.421,2.809,30.197,35.393,11.096,6.461,0.843,12.781
103443,GRADISTEA,0.396,10.554,31.003,41.029,5.277,2.507,0.528,8.443
103470,GREACA,0.163,3.105,64.542,12.745,3.268,9.15,0.654,5.719
103513,GRUIU,0.331,6.225,23.576,45.894,5.364,3.046,1.391,13.311
103568,GURBANESTI,0.335,1.508,82.58,7.203,0.67,0.67,2.345,4.355
103639,HOTARELE,0.11,3.308,30.43,44.432,10.143,4.3,0.331,6.505
103693,IEPURESTI,0,7.799,23.692,60.118,1.283,1.185,0.592,5.232
103764,ILEANA,0.186,2.235,71.695,8.007,2.421,3.724,2.235,8.939
103862,ION ROATA,0.701,2.277,49.037,19.965,6.48,7.18,1.576,12.084
103899,IZVOARELE,0.24,2.078,31.575,60.991,0.959,1.998,0.16,1.918
103960,JILAVELE,0.787,0.787,49.803,16.929,7.48,10.433,1.575,11.22
103997,JOITA,0.438,7.119,23.22,34.064,20.263,3.614,1.533,8.981
104047,LETCA NOUA,0.065,0.262,11.198,80.616,2.227,3.274,0.131,2.03
104083,LUICA,0,0.658,51.974,34.43,2.193,3.289,1.535,5.921
104118,MIHAI BRAVU,0.382,0.254,26.718,57.252,4.326,2.672,0.509,7.634
104136,ORAS MIHAILESTI,0.22,4.003,25.083,57.069,4.407,3.599,0.624,4.591
104181,MANASTIREA,0.111,2.892,54.839,12.458,14.349,2.002,1.446,11.457
104225,MARSA,0.315,2.366,55.994,28.233,2.681,1.577,0.631,8.044
104243,MOARA VLASIEI,0.37,4.38,19.309,47.995,12.338,2.653,0.679,11.598
104270,MOVILITA,0,3.469,56.735,11.224,9.388,2.653,4.898,11.633
104323,NANA,0,2.514,53.073,9.777,15.084,4.749,2.514,10.615
104341,NICOLAE BALCESCU,0,1.546,24.73,61.978,1.546,1.7,0.927,7.264
104387,NICULESTI,0.285,4.744,52.751,18.596,4.364,2.941,0.474,15.18
104421,NUCI,0.093,4.74,18.68,64.963,3.346,1.952,0.836,5.019
104485,OGREZENI,0.099,2.964,35.474,32.51,10.968,5.83,0.692,10.672
104519,OINACU,0.06,1.195,23.656,66.487,1.971,2.987,0.478,2.867
104546,PERIS,0.23,4.032,32.028,37.73,13.018,3.283,0.979,8.007
104582,PETRACHIOAIA,0.673,3.064,17.788,60.538,4.858,1.794,0.897,10.164
104635,PLATARESTI,0.311,2.07,30.124,53.002,2.795,3.106,1.346,7.039
104680,PRUNDU,0.405,1.721,33.704,50.101,2.53,3.644,0.202,7.591
104715,PUTINEIU,0.172,0.945,32.045,56.529,1.46,4.467,0.344,3.694
104751,RADOVANU,0.176,2.551,45.119,36.939,4.925,2.463,1.143,6.245
104788,RASUCENI,0.633,1.646,22.025,67.468,1.646,3.038,0.633,2.532
104831,ROATA DE JOS,0.114,1.56,22.451,57.725,3.767,3.006,0.342,10.731
104886,SARULESTI,0.379,2.904,81.566,5.303,2.146,1.136,2.02,4.04
104975,SCHITU,0.602,1.355,30.12,59.036,1.958,3.313,0.602,2.861
105026,SINESTI,0.168,1.846,38.591,27.181,13.758,6.544,1.51,10.067
105106,SINGURENI,0,0.486,10.211,85.17,1.459,2.188,0,0.486
105142,SLOBOZIA MOARA,0.449,4.042,66.766,12.575,3.743,4.491,0.299,6.737
105160,SNAGOV,0.157,2.908,22.829,45.697,12.809,5.737,1.257,7.191
105222,SOHATU,0,3.026,25.567,55.825,6.354,2.118,1.664,4.841
105259,SPANTOV,0,1.48,23.598,60.514,3.427,0.935,1.402,8.567
105295,STANESTI,0.087,1.831,43.069,43.069,1.831,4.621,0.697,4.446
105348,STOENESTI,0.507,4.868,39.148,44.828,1.318,3.651,0.811,4.868
105384,SOLDANU,0,1.607,41.791,39.724,4.133,5.166,1.263,5.97
105419,STEFANESTII DE JOS,0.373,1.593,16.231,53.498,12.721,9.086,0.946,5.078
105455,TAMADAU MARE,0.269,1.882,36.828,31.989,4.839,4.839,1.613,16.398
105534,TARTASESTI,0.133,8.806,49.099,15.077,15.01,3.202,0.6,7.605
105570,TUNARI,0.349,2.909,47.013,18.192,21.645,1.668,0.504,7.137
105605,ULMENI,0.083,3.506,69.366,12.437,3.088,1.002,3.255,6.928
105623,ULMI,0.27,5.139,42.258,23.124,10.548,5.68,0.947,11.697
105712,VALEA ARGOVEI,0.25,5.25,57,13,3.75,7,1.5,12
105776,VALEA DRAGULUI,0.252,2.015,46.977,30.101,3.401,9.32,1.134,6.675
105794,VALEA MACRISULUI,0.312,3.75,62.812,10,3.125,8.125,1.875,9.688
105829,VASILATI,0,5.361,67.832,10.606,2.914,2.098,1.515,9.207
105874,VARASTI,0.727,2.231,55.994,30.099,3.062,1.453,0.882,5.293
105909,VEDEA,0.2,1.9,35.7,50.7,2,5.4,0.3,3.4
105936,VIDRA,0.54,4.266,30.238,41.955,10.529,2.592,0.54,8.747
105972,VANATORII MICI,0.169,2.11,32.911,48.608,4.895,2.869,0.506,7.342
106318,MUNICIPIUL BAIA MARE,7.698,6.707,18.971,27.687,25.069,4.049,0.991,7.181
106363,GROSI,0.503,8.543,13.442,42.211,19.347,4.523,1.382,8.291
106407,RECEA,2.456,6.627,26.182,31.881,15.709,4.773,0.649,10.704
106461,ORAS TAUTII-MAGHERAUS,6.789,8.707,15.957,39.471,16.571,4.028,0.921,5.409
106559,MUNICIPIUL SIGHETU MARMATIEI,8.708,4.137,34.45,26.556,12.556,3.966,0.709,7.315
106620,SARASAU,0.551,7.904,28.493,36.397,11.765,3.309,0.368,9.007
106648,VADU IZEI,0.888,5.03,62.87,19.231,5.325,1.331,1.627,3.402
106684,ORAS BAIA SPRIE,10.587,6.391,21.698,28.909,17.339,3.933,1.114,8.063
106746,ORAS BORSA,1.684,2.995,31.684,30.802,8.77,4.118,6.123,12.406
106782,ORAS CAVNIC,2.938,10.178,25.393,20.567,13.221,3.673,1.889,20.567
106817,ORAS TARGU LAPUS,6.743,4.8,26.095,34.133,11.581,3.39,1.524,9.676
106979,ORAS VISEU DE SUS,1.78,2.723,22.897,37.836,9.668,10.262,1.152,12.391
107001,ARDUSAT,0.55,7.523,28.991,29.908,10.092,5.321,1.651,14.312
107047,ARINIS,9.383,11.111,45.926,15.556,5.432,5.185,0.988,5.185
107083,ASUAJU DE SUS,0,2.941,62.353,11.176,15.882,0.784,1.961,3.922
107118,BAITA DE SUB CODRU,0.392,8.039,39.608,18.235,11.961,7.451,3.529,10.392
107154,BAIUT,13.004,6.278,24.888,30.942,7.848,8.072,1.57,5.605
107190,BASESTI,1.016,7.724,20.122,46.545,6.911,8.74,1.626,4.268
107234,BICAZ,1.235,13.272,32.099,23.148,16.667,2.778,1.852,7.407
107270,BISTRA,0.877,3.133,21.429,43.108,6.516,4.887,1.003,16.792
107314,BARSANA,0.844,5.428,47.648,27.382,4.946,3.016,0.965,8.565
107350,BOCICOIU MARE,1.697,5.233,35.926,23.762,9.76,6.931,1.98,12.871
107403,BOGDAN VODA,0.536,4.021,29.357,46.381,6.568,4.021,0.268,8.579
107430,BOIU MARE,1.408,6.808,44.836,26.526,6.103,9.155,0.235,3.756
107485,BOTIZA,0.697,8.229,40.307,14.226,6.276,7.81,1.395,20.363
107519,BUDESTI,0.499,14.357,21.598,37.328,4.994,7.865,0.874,11.486
107546,CALINESTI,0.362,40.58,17.633,23.309,5.556,4.952,0.966,6.039
107582,CERNESTI,0.656,3.501,32.823,19.147,24.289,4.923,1.204,10.722
107662,CICARLAU,1.465,8.181,29.426,28.083,15.629,3.541,1.954,9.524
107715,CAMPULUNG LA TISA,59.03,1.887,12.129,11.86,2.965,1.617,0,9.704
107733,COPALNIC-MANASTUR,0.571,7.863,21.116,42.803,13.507,4.629,0.38,7.926
107868,COROIENI,0.778,8.398,22.084,49.3,6.687,3.266,1.866,5.599
107920,CUPSENI,0.737,9.705,46.683,25.307,4.423,5.897,1.229,4.668
107975,DESESTI,1.538,8.462,25.641,41.154,10.769,6.282,1.282,4.487
108017,ORAS DRAGOMIRESTI,0.43,16.189,43.84,17.908,7.02,5.301,1.433,6.877
108035,DUMBRAVITA,0.74,8.876,15.976,51.405,10.133,3.402,0.222,8.21
108106,FARCASA,0.909,20.795,20.568,28.75,12.727,5.341,0.227,8.977
108151,GIULESTI,0.783,3.915,23.884,56.695,6.5,1.958,0.392,5.717
108204,IEUD,0.375,8.385,41.552,27.91,5.131,1.252,0.876,14.018
108222,LAPUS,0.671,9.396,24.966,36.376,10.067,5.369,2.282,9.799
108240,LEORDINA,0.515,3.608,19.759,14.089,51.89,2.405,1.203,5.842
108268,MIRESU MARE,0.528,16.139,19.155,43.816,6.335,3.771,0.754,7.089
108348,MOISEI,0.422,5.488,41.886,26.782,8.583,3.846,0.938,9.568
108366,OARTA DE JOS,1.397,17.598,20.391,36.313,7.542,7.263,0.838,4.749
108400,OCNA SUGATAG,6.828,12.185,31.933,22.899,8.613,3.887,1.05,9.664
108455,PETROVA,0.787,8.465,36.417,24.016,4.921,8.465,1.772,14.567
108473,POIENILE DE SUB MUNTE,1.107,4.172,49.766,8.77,7.791,2.129,0.851,24.691
108491,REMETEA CHIOARULUI,7.468,48.075,17.736,9.568,5.601,3.034,0.35,7.351
108552,REMETI,3.387,4.1,32.62,23.529,11.586,10.695,1.783,7.308
108598,REPEDEA,0.87,10.058,52.128,12.476,4.352,2.515,0.387,16.925
108614,RONA DE JOS,0.957,4.785,44.258,27.273,6.459,1.914,0.478,8.852
108632,RONA DE SUS,4.107,2.109,15.649,13.097,53.94,3.552,0.666,4.883
108669,ROZAVLEA,0,2.57,12.737,70.838,4.022,6.48,0.112,2.458
108696,RUSCOVA,1.048,3.725,19.79,57.974,4.54,1.281,0.815,10.477
108712,SATULUNG,1.696,11.285,51.598,16.112,9.785,2.218,0.587,5.545
108794,SACALASENI,1.262,8.202,28.233,34.7,12.618,5.678,1.262,5.994
108874,SACEL,0.689,11.846,26.584,20.523,6.474,16.804,0.689,9.642
108892,ORAS SALISTEA DE SUS,0.341,5.461,42.776,25.825,10.353,3.527,1.365,7.964
108918,SALSIG,1.553,52.816,15.146,15.34,8.35,0.971,0.388,4.66
108945,SAPANTA,0.646,1.68,26.227,54.005,5.426,5.556,1.034,5.297
108963,ORAS SEINI,8.061,7.849,36.954,23.08,12.516,1.824,1.103,7.722
109005,STRAMTURA,0.521,8.594,21.224,42.839,6.25,5.729,1.693,10.417
109041,SUCIU DE SUS,0.822,2.922,60.548,21.553,4.384,1.826,2.1,4.658
109096,SISESTI,0.076,7.563,14.973,42.781,16.043,4.125,0.611,11.765
109176,ORAS SOMCUTA MARE,1.627,5.44,47.585,21.556,9.71,6.507,0.661,6.151
109265,ORAS ULMENI,14.262,67.927,5.97,5.108,2.255,1.294,0.332,2.554
109354,VALEA CHIOARULUI,0.759,10.633,37.342,18.228,11.266,7.722,5.823,6.962
109425,VIMA MICA,2.469,4.198,43.457,20.494,7.16,10.37,1.728,5.926
109504,VISEU DE JOS,0.104,4.772,27.593,37.967,15.871,7.884,1.037,4.461
109773,MUNICIPIUL DROBETA-TURNU SEVERIN,0.299,6.994,44.417,27.29,8.795,4.488,0.853,5.921
109826,SIMIAN,0.168,2.908,17.04,73.687,1.827,1.157,0.411,2.573
109924,ORAS BAIA DE ARAMA,0.56,12.002,36.567,31.032,6.468,3.794,1.119,7.898
110027,OBARSIA-CLOSANI,0.671,8.277,21.7,50.783,5.369,4.027,0.671,8.277
110063,MUNICIPIUL ORSOVA,0.469,5.719,33.717,24.029,6.914,19.377,0.555,8.067
110116,ORAS STREHAIA,0.229,4.5,54.767,25.248,2.822,4.157,1.068,6.636
110232,ORAS VANJU MARE,0.206,4.438,58.204,25.955,3.199,2.838,1.187,3.715
110296,BALA,0.788,12.917,32.929,35.961,4.002,5.7,0.667,6.61
110456,BALTA,0.393,40.891,28.965,18.742,3.145,4.718,0.131,3.014
110535,BALACITA,0.115,4.042,59.238,19.4,1.386,7.506,1.155,6.928
110571,BACLES,0.422,3.629,17.553,73.586,1.857,0.591,0.591,1.688
110688,BALVANESTI,0,3.6,44,45.8,0.4,3.4,0,2.4
110740,BREZNITA-MOTRU,0.6,4.4,32,55,1.8,1,1.4,3.4
110820,BREZNITA-OCOL,0.543,10.206,57.98,16.721,3.04,3.8,0.977,6.406
110875,BROSTENI,0.084,4.595,48.371,31.078,4.094,1.838,0.334,8.605
110946,BURILA MARE,0.485,5.723,33.948,45.199,3.977,3.007,1.067,6.111
111006,BUTOIESTI,0.07,26.76,20.557,40.279,2.857,1.324,0.488,7.178
111097,CAZANESTI,0.347,1.476,56.51,27.691,2.083,4.688,1.562,5.295
111220,CIRESU,0.369,2.583,40.221,50.738,3.137,0.738,0,2.214
111275,CORCOVA,1.087,4.584,28.686,47.921,3.45,3.781,0.945,9.168
