Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
19249,TIGVENI,0.135,1.35,51.687,23.212,6.478,4.993,1.08,10.661
19338,TITESTI,0.263,8.684,41.667,30.877,7.632,3.333,0.965,6.14
19392,UDA,0.404,2.02,44.04,39.394,2.626,4.444,1.01,5.859
19560,UNGHENI,0.123,3.083,75.832,9.864,3.453,2.466,1.48,3.453
19631,VALEA DANULUI,0,5.233,41.163,25.814,8.953,4.419,0.814,13.14
19695,VALEA IASULUI,0.122,3.285,45.499,15.085,10.097,11.314,0.852,13.017
19793,VEDEA,0.104,12.448,48.34,11.722,10.166,4.876,1.556,8.195
19999,VLADESTI,0,6.791,47.004,17.044,9.72,5.726,2.53,11.052
20048,RACA,0,1.458,78.75,16.667,0.417,0.417,0,2.292
20055,VULTURESTI,0.508,2.919,57.614,13.706,6.98,9.137,0.635,7.868
20063,BUGHEA DE SUS,0.234,1.168,36.332,42.056,7.36,4.907,0.935,6.659
20297,MUNICIPIUL BACAU,0.493,5.996,26.394,22.7,22.936,5.874,2.126,9.9
20313,HEMEIUS,0.366,4.39,23.72,27.561,19.268,6.951,1.646,13.354
20359,LETEA VECHE,0.47,5.48,36.43,18.111,14.718,4.958,2.61,14.666
20411,MAGURA,0.075,10.894,24.718,26.822,17.956,8.114,1.653,7.588
20466,MARGINENI,0.648,4.028,30.139,23.75,18.704,4.074,2.5,13.889
20563,MUNICIPIUL ONESTI,0.355,12.809,32.596,20.215,15.839,4.512,1.801,9.225
20607,GURA VAII,0.091,5.667,57.038,12.249,4.205,6.033,1.371,11.974
20670,STEFAN CEL MARE,0.651,6.001,59.942,13.955,3.76,2.314,1.302,10.991
20778,ORAS BUHUSI,0.42,4.353,41.309,17.652,9.457,5.674,2.192,15.851
20821,ORAS COMANESTI,0.379,2.152,34.722,31.95,8.538,2.565,1.549,16.492
20876,MUNICIPIUL MOINESTI,0.408,4.977,34.117,23.834,11.742,5.229,2.274,15.047
20910,ORAS SLANIC-MOLDOVA,0.158,4.811,27.76,43.849,7.177,2.05,1.972,10.647
20965,ORAS TARGU OCNA,0.266,6.31,32.514,20.325,16.373,4.185,2.225,15.012
21007,AGAS,4.211,1.781,45.749,18.785,4.939,2.429,1.781,19.352
21098,ARDEOANI,0.376,2.632,30.576,47.243,4.135,1.378,2.005,11.278
21123,ASAU,0.657,1.511,41.393,17.411,7.49,6.242,1.577,22.405
21196,BALCANI,0.839,3.097,51.355,14.581,7.742,4.774,1.871,11.613
21249,BERESTI-BISTRITA,0.645,2.151,57.419,11.828,11.398,4.086,1.075,9.892
21338,BERESTI-TAZLAU,0.597,3.072,56.058,13.311,6.058,2.73,2.048,15.188
21418,BERZUNTI,0.94,3.853,59.868,7.707,9.962,1.598,1.598,13.534
21454,BARSANESTI,0.632,4.32,43.519,12.54,10.854,2.213,2.529,22.655
21506,BLAGESTI,0.354,2.48,48.893,18.778,5.846,2.126,2.214,13.463
21560,BOGDANESTI,0.701,7.71,40.421,14.953,4.673,9.579,1.402,18.224
21597,BRUSTUROASA,0.343,5.317,49.4,13.036,5.832,1.887,2.573,20.069
21668,BUHOCI,1.131,5.769,22.059,34.615,17.195,2.376,1.357,11.312
21720,CASIN,0,2.979,48.83,26.383,8.723,2.234,1.064,8.511
21757,CAIUTI,0.407,3.971,47.149,16.599,6.314,6.212,2.138,15.071
21855,CLEJA,3.948,4.206,12.103,27.897,27.124,3.004,1.803,17.425
21891,COLONESTI,0.559,4.842,56.425,15.27,1.117,1.862,1.676,16.387
21971,CORBASCA,0.573,3.67,63.761,12.156,4.931,2.294,1.72,9.289
22059,COTOFANESTI,0.315,1.681,66.071,9.559,3.466,5.042,1.261,11.975
22111,DAMIENESTI,0.505,7.323,55.303,16.162,12.374,0.758,1.515,5.303
22166,ORAS DARMANESTI,0.41,2.222,29.812,35.624,6.359,2.632,1.573,19.966
